texto,rotulo
Satisfeita... entrega rápida e o produto dentro da expectativa.,4
"Superou minhas expectativas. Tábua muito boa, pequena como eu necessitava devido espaço limitado. Instalação é fácil, somente 4 furos com bucha na parede, e o sistema de dobra é simples. Enfim, recomendo!",4
"A americanas sempre entrega no prazo, show. Menos os parceiros dela.",4
Ótima. Produto de qualidade e entrega no prazo. O entregador foi muito prestativo.,4
Muito satisfeito e fui muito bem atendido pela garantia dell.,5
ok obrigada  a criança adorou  recomendo   Gostei muito do produto!,4
"A nespresso possui um clube fidelidade diferenciado e na compra das suas primeira capsulas você pode adquirir um kit bem bacana. Acredito apenas que não estou conseguindo regular minha máquina pois o café vem com muita água. Além disso, meu equipamento veio danificado. A bandeja de gotejamento veio riscada.",2
"Ainda não foi entregue o produto,e com isso não posso avaliar",2
Produto com a qualidade anunciada. Embalagem um pouco danificada quando chegou mas o produto estava intacto,4
nota 7 de 10...............................................................................................................................................,3
"Chegou antes do previsto ! com excelente qualidade, tudo dentro do que foi pedido !",5
"Eu poderia ter encerrado essa opinião utilizando as últimas cinco frases deste texto, mas como o texto ficou muito curto, precisei retornar ao início, para dar uma incrementada no texto. Quanto ao produto adquirido, ele é de fácil montagem, bom tamanho, recomendo!",5
Amei o produto e minha tia tbm!Chegou antes do Natal! Imagem perfeita! Levissima! Nem parecia que tinha uma TV na caixa! Recomendo!;) Americanas Nota 10!,5
A criança gostou muito!!! O produto chegou muito rápido! Recomendamos,4
"É um ótimo celular, bateria dele é excelente, chegou antes da data prevista, recomendo a todos, lojas Americanas esta de parabéns!!",4
Amei!!!!  Produto de Excelente qualidade!!!! Recomendo!,5
"um bom produto,gela na medida certa,fácil entalação.",4
"A entrega foi feita um dia após o prazo dado, nos deixando aflitos pois era presente de Natal. No mais correspondeu às expectativas.",3
Adorei... atendeu a todas minhas expectativas.....Perfeito!!!!,5
Ainda não recebi o produto. Seria presente de Natal. quando vai chegar?,1
Excelente produto e um ótimo atendimento da Loja. Minha neta adorou o produto e indico para crianças acima de 6 anos.,5
"O celular tem os recursos anunciado, o custo beneficio é muito bom.",3
"produto de ótima qualidade e muito prático! Entrega rápida, recomendo a loja lcg eletro! Mayara",5
"produto bom e entrega rápida, recomendo! marcação de muitas leis e decreto, principalmente as mais importante.",5
"Produto muito bom, estou avaliando a bateria para mensurar duração mas até agora excelente.",5
"Excelente produto que atendeu as minhas expectativas. Ótimo designe e ótimo desempenho. A entrega foi rápida, bem antes do prazo estipulado. Recomendo.",4
Ainda não recebi o produto e já faz mais de mês que comprei e até agora nada do produto!,1
"ótimo produto, sempre usei outra marca de pneu, troquei para esse modelo e gostei muito",4
Excelente esse fogão! Recomendo a todos.  E recebi antes do tempo previsto.  Tudo como imaginei.,5
A saída de ar atrás do aspirador deveria ser tampada,4
"Foto do produto leva o consumidor ao erro, achando que vira um pote de lápis , porem vem uma unidade. Esses anúncios de marketplace sempre faltam informações.",1
Excelente custo-benefício!... Aparelho completo e de muita qualidade!,5
"Gostei muito!!! Atendendo as expectativas, ainda conhecendo melhor o produto.",3
"Foi um presente para o meu neto, ele adorou. Gostei do cuidado da embalagem e da rapidez na entrega. Parabéns",5
"Ainda não recebi não, quando foi entregue? Ainda não recebi não, quando foi entregue? Ainda não recebi não, quando foi entregue? Ainda não recebi não, quando foi entregue?",1
"Produto bem embalado e chegou antes do prazo, totalmente satisfeita com esse produto da Samsung",1
"Livro para criança onde consta palavras como: bobão, vagabundo e panaca.  Bem educativo.",1
"Recomendo!Monitor Dell muito bom,atendeu minhas expectativas!",5
"Satisfeita com produto, entrega foi dentro do prazo, gosto de comprar neste site.",4
"Bonito, leve e bom. Gostei muito, nada mais a declarar. Grato",4
"Eu comprei esse produto na loja Americana  final de novembro pensei comigo até dia 25 dezembro vai chegar neh para eu entregar o presente pois sempre comprei na Loja Americana pois sempre confiei neles pois mederam a data dia 19 Dezembro para chegar em casa, hoje  e dia 03 de janeiro e o produto ainda não chegou me arrependo amargamente de te comprado na loja americana eles falam que é loja parceira que parceira é essa eu espero que resolvam meu problema hoje e que da loja Americana entre em contato hoje comigo pois estou entrado com meus advogado estou com muita raiva  . E pra finalizar não comprem Não compre Não compre Na Loja Americana",1
"Veja bem, ela não passa a roupa que vc tira do varal, ela desamparada a roupa que já estava no armário e já tinha sido passada a ferro, não vai achando q vai aposentar o ferro de passar pq isso se ia propaganda enganosa.",3
"Produto excelente,  entrega perfeita. Super satisfeita",4
Adorei o celular e a entrega no prazo certinho muito bom,5
Produto entregue com embalagem intacta e prazo rápido sem problemas.,4
Excelente condicionador. É o meu favorito. Amo o condicionador e o shampoo. Não passo sem eles.,5
Muuuuito bom !!! Ótimo desempenho e excelente custo benefício.,5
Ótimo custo benefício. Só tem um probleminha não tem acessórios aqui.,5
Vou bebedouro estava sem cair água por o filtro está entupido. Comprei esse é voltou a funcionar normalmente.,3
"Pelo preço não tem nem o que discuti, serviu para o meu propósito e ainda consigo colocar o Ipad para ela assistir.",3
"Ele ajuda bastante eu passar minhas camisas sociais e camisetas... Eu só achei que ele fosse um pouco mais potente, eu acabo demorando um bom tempinho para passar uma camisa.  Para calça de sarja não serviu, aí preciso usar o ferro. Tem vez que ele para de soltar o vapor e leva alguns segundo para voltar a soltar, aí atrapalha um pouco... Quanto a parte de higienizar, ele é bem legal !!!  Pelo preço que paguei eu não poderia esperar algo muito forte, então recomendo sim.",3
Comprei controle na foto era Sony .chegou um controle que nem marca tem .isso é propaganda enganosa .não gostei,3
"A tv é boa, mas poderia ser melhor em questões sonoras e ser mais rápida.",3
Já uso este produto para o cão há algum tempo por prescrição veterinária,5
Produto excelente e prático. Qualidade ótima e acabamento muito bom. Fácil de instalar e usar.,5
Produto de  qualidade  com uma grande facilidade de montagem muito bom mesmo !,5
"Recebi dia 20/11, no dia 02/12 não ligou mais, apenas conectado à tomada. Entrei em contato, levei para autorizada dia 05/12/17 e ao receber e fazer a vistoria já não ligava nem na tomada. Hoje, 30 dias depois, a única informação pelo site da Positivo é que está em manutenção, ligando na autorizada foi me dito que o problema é na bateria. Não quero mais o produto e não recomendo. Aguardando solução ainda.",1
"avalio como bom, minha filha disse que cai os cabelos quando ele penteia, um pouco fraco",3
Não compre se for dá Up2games ela rouba seu dinheiro ! É vergonhoso como a americanas tem parceria com esse lixo de loja !,1
"Mochila muito boa, de excelente qualidade! Adorei e super recomendo",5
Só usei uma vez. Os bolinhos de bacalhau ficaram bem gostosos.,4
Excelente qualidade; proteção efetiva para o HD portátil. Recomendado.,4
Muito ruim péssimo... Não comprem nesse site os produtos não chegam !!!! Não chegou o produto e ninguém entra em contato com você... Não recomendo a ninguém !!!!,1
"amei  ela é linda,facil de usar e chegou muito rápido.  foi um  meus presentes de casamento",4
"Compra realizada desde o dia 22/12/17, e até agora não consegui comprovar a qualidade da TV, pois não foi entregue ainda! Mas pelas pesquisas é uma boa opção dos modelos de entrada da Samsung.",2
"Apresenta tudo que é oferecido, até o momento só tenho um pouco de dúvidas sobre o quanto esquenta quando é exigido um pouco a mais, por exemplo, em jogos. Fora isso é um aparelho muito bom recomendo a compra do mesmo.",5
"Chegou em 3 dias, produto prometeu o que cumpria e em tempo recorde. Maravilhoso",5
cozinha de boa qualidade a entrega foi feita bem antes do prazo gostaria de ressaltar também que a transportadora muito responsavèl e atenciosa com a entrega.,5
"Produto muito bom, ótima resolução, boa qualidade   Entrega antes do prazo  Parabéns   Eu recomendo",4
"Comprei o produto, mais conta que ele foi entregue só que eu não recebi o produto ainda.",1
"Material bom, fácil de montar. Só o acabamento que não é dos mais perfeitos pois alguns parafusos ficam aparecendo no móvel.",4
"Telefone muito ruim a bateria dura pouco e nao se pode nem instalar o whatsapp que ja comecça a dar erro de memoria cheia , depois disso começa a dar erro em um monte de coisa. Nem percam seu tempo e dinheiro comprando",1
"Até me interesso em comprar o produto, desde que o preço do frete Seja um valor justo. 72 reais de frete sendo que tem um centro de distribuição aqui na minha cidade da b2w?",1
Ótimo!! Limpa muito rápido e fácil limpeza do filtro. Recomendo.,4
"O produto age, porém parece interferir no ritmo cardiaco. É melhor ter acompanhamento médico e cardiologico para ter melhor eficacia no tratamento.",3
Relógio Original muito bonito entrega super rápida.,5
"Infelizmente, devolvi o produto, estava com defeito. Felizmente, consegui devolvê-lo, recebi SMS que será cancelada a compra. Somente terei certeza ao receber a fatura.",1
"Excelente, supre nossas necessidades. Recomendamos",4
"Ela não bate palminhas ela só canta ,portanto deveria vir com esse aviso foi frustante mas  minha bisneta adorou .",2
"Produto resistente e muito bonito, adorei! Recomendo a loja LCG ELETRO que foi muito atenciosa desde o inicio. Mayara",5
"comprei dia 24-12 o prazo de entrega era dia 15-01-18 mas chegou hj dia 03-01 estou mega contente com a tv ela é otima, obg",5
"Produto ainda não chegou, estou indignado, comprei os dois produtos juntos e um veio e op outro ainda não, porque mandar separado? Favor enviar o quanto antes...",1
Como pude ficar tanto tempo fazendo barba com máquina de cabelo ? Este produto é excelente.,5
Veio manchado algumas partes do guarda roupas e as portas nem todas são de correr. As que não tem espelho se encontram uma na outra.,2
chegou hoje de manha tv antes do prazo ja configurei uma tv otima som imagem rapida recomendo a todos nao é uma full hd mais nao deixa a deseja em nada nem no som nem imagem internet nota milllllllllllllllllllllll,5
"A TV chegou em minha casa dia 21/12/2017 liguei todos os fios e td certo, chegou hj dia 01/01/2018 a TV não quer maos ligar, nem acende o led, lamentável acaba a confiança na marca!!! Não recomendo.",1
Ótimo produto eu recomendo bom preço e custo beneficio,4
"Camera que destroi concorrentes, snapdragon 410 incrível uma coisa que peca um pouco são os 1,5gb de ram pq não 2gb? más tem uma tela de 5,5 polegadas muito boa, flash bem forte más não e dual flash leve, fino belo acabamento sem contar as funções de treino que ele vem melhor celular nessa categoria que você pode ter simplesmente incrível.",5
"Por muitos comentários, achei que o som no meu Home theater ia ficar baixo, porém, não foi o que ocorreu. To usando numa tv samsung 49 mu6100 o HT é logitech z506. Tá perfeito.",5
Produto muito bom. Atende ao que se propõe. Xxxxxxxxxx xxxxccccxxxxx ososoosososososiisisizizizi Ososoosososiz,5
"Minha filha amou o presente, como só tem um dia em uso não tenho do que reclamar até o momento!!!",4
"Mas não recomendo comprar por esse site, pois eles demoram muito para atualizar o status da entrega !!!",5
"Bom o meu produto veio faltando as peças de encaixe, o circulo q segura os pendentes e os parafusos de instalação, ou seja, sem essas peças não tenho como usá-lo. Espero q resolvam.",1
"é bacana mas a gente tem que se aproximar muito da peça, o que atrapalha para executar uma solda por ex:.",4
"Produto excelente, recomendo,e chegou antes do prazo!",1
Não recebi este produto pois foi cancelado.  Sei que o produto é ótimo. Apenas foi cancelado mas já conhecia o produto.,4
"Comprei o produto que veio com defeito. Montamos o produto, conforme manual, mas a moto não consegue receber a energia que a bateria produz.  Antes de 7 dias de compra solicitei a troca do produto, e tanto a lojas Americanas como a Loja Cuba não me retornam, único retorno que tive foi para verificar os fios, que já foram verificados várias vezes. Já retornei com e-mail, mas não me retornam. Um descaso total!! Não consigo solicitar a troca do produto por mais nenhum meio de comunicação. Quando ligo nas lojas Americanas pedem para digitar o CPF. Se eu digito o meu CPF, ele derrubam a ligação. Não sei mais o que fazer.",1
Ótimo trabalho das Lojas Americanas. Entrega rápida e muito eficiente!,4
Olá bom dia;  Um produto bom com muitas funções! Se não foce esse problema de ta sempre carregando seria melhor ok.,3
"Faltou vir o kit de proteção, veio apenas a bolsa de transporte. o modelo era na cor branco com piso preto  e veio branco com piso vermelho, no mais foi tudo bem, terei que comprar um kit de segurança à parte e morrer na grana paga.",4
"Pode parecer estranho mas este DELL não é, assim, tão melhor do que meu HP que tenho há mais de quatro anos e funciona. O DELL é bom. Preferiria que existisse na cor preta.",4
"É linda, compacta, pratica e super fácil de limpar! Simplesmente amei e super recomendo!",5
"O produto é muito bom, atende as expectativas. Recomendo.",5
Além do produto vim defeituoso é demora pra fazer a troca.,1
Aparentemente o produto e apresentado como muito bom mais quando instalado não condiz com a propaganda pois da maneira que se expoe na internete enche os olhos mais quando instalado não funciona os infraverlho e só tem boa visibilidade durante o dia mais a noite não se consegue ver nada.,2
Usei a panela umas três vezes já não funciona mais tento entrar em contato mas recebi retorno meu telefone 015-996990350 aguardo um retorno,1
"Já fiz diversas reclamações informando que não recebi o produto e o site continua mantendo o status de que o produto foi entregue, então minha avaliação é negativa, não recomendo o produto e quero meu dinheiro de volta.",1
"Monto computadores há anos, e escolhi este como melhor relação custo benefício. Há modelos superiores mas de custo elevado. Para tarefas comuns até edição básica de vídeo este serve bem. Para games e edição avançada só maquinas com valor 50% superior.",4
Um livro muito envolvente!  Vale muito a pena! A leitura prende do começo ao fim.,5
"Espaçosa, com bons recursos e de ótima qualidade. Perfeita",5
Não recebi segundo o correio o endereço  estava errado! Porém o outro pedido recebi!,1
Produto muito bom  Demorou mas recebi  Mas o motivo do atraso  Foi os correios  Mas tudo certo,4
"Achei tudo lindo, as panelas tem tamanhos ótimos pro meu dia a dia, boa qualidade.. Estou muito satisfeita!",5
"Uma tela impecável. Se sua prioridade é tela e câmera, esse é o cara. O ponto fraco fica por conta do armazenamento, apenas 16GB, e pela câmera frontal, de apenas 5Mpixels sem flash. No entanto, a câmera principal de 13Mpixels é perfeita.",4
Gb gostei e Eu recomendo a todos produto muito bom,4
"Perfeito, sempre quis ter uma e adorei muito! Indicado para todos, não irão se arrepender.",4
"Boa Noite,  A Bateria do smartband Bingo M2 está com defeito. Eu uso 2/3 horas e ele já descarrega.  Só hoje já carreguei 3 vezes.   Aguardo Retorno de vocês para este e-mail gustavo-saraiva@hotmail.com  Atenciosamente,",1
Gostei do produto . Era o que procurava . Recomendo,3
adorei recomendo o todos que uma perfeita proteção para sua moto e detalhe o produto chegou antes do prazo perfeito protege mesmo e continua impermeável super recomendo ha detalhes meu marido quer que eu compro uma pra ele,4
"É um bom aparelho, fácil de utilizar, leve, rápido. Acredito que fiz uma boa aquisição",4
"Recebi dentro do prazo, super bem embalado, dei de presente ao meu marido, que avaliou como excelente qualidade do produto, é um notebook muito bonito, leve!",5
Brinquedo super divertido minha filha adorou e eu tambem,4
"Excelente leite, e preço muito bom. . .nheuciwsneicnmowkmc cjhbsnjdkcnkjnkcowenmconm jcxhiuwnxkijsnkjnawsocine . .",5
O k10 é um smartphone de otima qualidade e um desaine muito lindo.NOTA 10 PRO K10                  NAO tenho naada para opinar de ruim sobre o k10 so coisas boas.......................,5
"gostei muito de comprar na Americanas, tudo bem organizado.  Parabéns.  Att:  Liliane",5
"O produto é muito bom para quem trabalha como personal , fazer massagem para os clientes como um carinho a mais",4
"Produto de ótima qualidade, recomendo a todas as pessoas.",5
Ótimo produto!!!!!!!!!! Recomendo a todos os compradores.,5
"Primeiramente gostei da entrega muito rápida. Segundo a Tv pelo preço é excelente, a qualidade de imagem é muito boa o som e bastante potente. O netflix excelente roda uma maravilha. You Tube também não tive problema, pois roda muito bem, as demais funções smart Tv ainda não testei,  outra vantagem é que pelo preço acredito que não exista nenhuma tV com 3 entrada HDMI e duas USB, o que dar para conectar até 5 equipamentos ao mesmo tempo, como a SKY, game e HD externo no meu caso. No mais estou com a TV há 5 dias e estou muito satisfeito. E olhando por alguns cometário aqui fiquei até com medo, mas com o produto em mão, fiquei surpreendido positivamente.",4
"Lindo , chegou rápido , funciona tudo legal ( como não tem tanto tempo de uso, não consigo falar mais )",4
"Pequena,mas de boa qualidade,o café começa a ser coado,segundos depóis que se põe a água,gostei,assim não desperdiço mais o café deixando de um dia pro outro como eu fazia com a garrafa térmica,o café que é  é coado na cafeteira é consumido no mesmo dia, sem desperdício.",3
"Amo todos os livros do Augusto Cury, são curadores da alma. Todos os seres humanos deveriam ler e    A P L I C A R     em sua vida, com foco e constância.",5
Não recebi o produto é a nota não foi faturado ainda sei que não vou receber no prazo,1
Só não dou 5 estrelas pq não existe celular perfeito!,4
Superou a expectativa pelo preço  Fotos em ótima qualidade,4
TV com excelente qualidade de imagem e som. Controle remoto prático. Ótima navegação nos aplicativos smartv. Preço compatível com o produto. Recomendo a compra.,5
"Não posso avaliar um produto que não recebi, que hoje está há 11 dias atrasado.   Mas posso avaliar negativamente a loja que o vendeu.  Portanto: ruim e não recomendo.",1
Entregue antes do prazo. Cumpre a função. Recomendo.,4
"produto certinho conforme anuncio recomendo. vedação é excelente, não são pesados, e fácil a limpeza.",5
"Ótima entrega super recomendo , produtos maravilhosos .",4
"ÓTIMO PRODUTO , ATENDEU BEM MINHAS EXPECTATIVAS. ENTREGA BEM RÁPIDA, RECOMENDO.",4
"Produto muito bom, fácil limpeza, fácil utilização. Livro de receitas deixa a desejar, porém na internet existem vários vídeos de dicas e receitas.",4
"Este painel tem um bom custo benefício, porém mesmo com dimensões modestas, tem um peso acima do esperado, o que dificulta sua montagem e instalação.",3
"Olá. Notebook muito lento na leitura do HD,  caro, sem leitor de CD/DVD, resolução da tela ruim,etc. Entrega e atendimento muito complicados. Só não devolvemos o produto por causa. do nosso projeto social. No geral, eu não recomendo essa compra.",1
"Desde o atendimento até a entregar tudo ótimo e rápido, e o produto muito bom e de qualidade, Nada a reclamar, estão de PARABÉNS!!!",5
"Gostei muito do produto, porém não veio com as duas capas (como anunciado). Também não vem com fones de ouvido. A memória ""acaba"" muito rápido.",3
Muito potente e de ótima qualidade! Atendimento da empresa Lcg Eletro nota 10! Recomendo. Mayara,5
"Tem todas os aplicativos que necessito, Netflix, YouTube, popcorn entre outros.",5
Voltarei a comprar  nas  americanas .indico . Sempre  veio conforme  o pedido. Rápido na entrega.nota 10,5
"O produto é de qualidade, mas parece um tanto frágil...",4
"Produto excelente, sem complicações. Adorei e recomendo o produto.",5
"Adorei o produto, muito bonito, o material é muito bom e chegou bem embalado sem defeito.",4
"Me decepcionei um pouco com a cor, queria o amarelo vivo da foto e o que veio é amarelo gema de ovo, isso me chateou um pouco.",4
surreal! um mês e nao entregam!! e agora oferecem cancelar a compra! absurdo. quero meu produto. ja esperei demais.,1
É muito alto o arco. Mal cabe no sapato. ...................................................................,2
Entrega rápida apesar de levar um tempo para emitir a NF. Recomendado,5
"O produto é de primeira linha, super recomendo, porém o fornecedor(Mercadeiros)  eu não sei se recomendaria, pois, atrasou muito. Rita de Andrade.",5
NÃO RECEBI A NOTA FISCAL DO PRODUTO E VEIO COM DEFEITO.,1
"Gostei do pedido e prazo de entrega. Celular muito bom para o preço pago, ótima promoção",5
"A compra foi rapida, recebi antes do previsto. Bom preço e parcelamento.",3
"Maravilhosa, pratica, rápida, eficiente !! Eu recomendo esse produto.",5
"o produto tem tudo para ser bom , mas o meu chegou com algumas avarias portas descascadas nas pontas, fundo quebrado, maçaneta amassada , balcão com pontas quebradas . Fora a demora para entregar 19 dias de atraso para receber um produto tudo cheio de defeito.",2
"Um dos melhores produtos que já usei, simplesmente perfeito entrega rápida como sempre! Melhor site de compras",5
Como eu vou avaliar se eu não recebi o produto. Mandei um e-mail e ainda não tive resposta !!!!!,2
"Estou apaixonada pelo produto, ótimo custo/beneficio. A entrega foi antes do prazo.",5
Não  recebi o produto. Não consigo e nem consegui falar com atendente . 1 hora telefone e só fala com secretaria eletrônica.  Vários dias tentando contato e sem retorno.  Horrível atendimento . Não tem como avaliar pois nem produto eu TENHO.  Ti com raiva muita raiva vou processar a loja,1
"O produto não funciona na função indispensável e que havia sido propagada: não espalha por bluetooth e nem por wifi com celular Sansung S5. Demorei com os testes, pensei que poderia trocar com até 7 dias úteis e infelizmente só aceitam a troca até 7 dias corridos. Lamentável!!!!",2
"O som do produto é muito baixo... é a mesma altura do celular, portanto, não adianta nada! Se é a mesma coisa, não tem finalidade alguma!!! Decepcionada!!!",1
"o telefone parecia bom, mas agora simplesmente se apagou e não para de tentar ligar. Nem desligar por completo eu consigo. O email da garantia diz que não existe, e o 0800 só de telefone fixo.",1
"peso ideal, tem seus ajustes de DPI, é bonito, não incomoda na utilização e o material é bom.",4
"O produto, até o momento não apresentou problemas, tem ótimo desempenho inclusive em jogos, só a bateria que não aguenta muito tempo em jogos, de resto até o momento atendeu minhas expectativas.",4
Comprei dois pares um veio correto. O outro veio caixa 40 e produto número 39 e sem as palmilhas.vou tentar trocar. Mas vai ser um parto,3
"O produto não chegou faz 2 meses, aguardo o estorno...",1
Esqueçam a foto e concentrem-se nas medidas. O produto é mt menor que o mostrado nas fotos. A altura contando com os rodízios fica 53 cm. Pegue uma fita métrica e messa do chão até 53cm e veja se vale à pena pra vc. Parece móvel de boneca. Faria mais sentido tirar os rodízios e pendurar na parede como um nicho com porta.,2
"Como o nome já dá a dica, Yonanas é feito para usar quase que só com bananas congeladas. Quer um sorvetede de uva? Coloque uva e bananas. Quer um sorvete de chocolate? Coloque chocolate e bananas. É que a banana é uma fruta mais cremosa, e ajuda a dar a consistência ideal ao sorvete de massa. Dá para não usar banana, claro, mas fica mais com cara de raspadinha. Dito isso, a maquininha é fantástica! Operação segura, e fácil de limpar. As crianças adoram ver o sorvete sair. O forte mesmo é que você tem controle total sobre qual fruta está moendo. Nada de acrescentar conservantes químicos ou corantes. Açúcar de cozinha, só se quiser. Uma vez usei banana, iogurte natural e cereja e morango, e a cor ficou linda (além do sabor!).",4
"Recomendo, produto de excelente qualidade, podem comprar funciona tudo o que esta neste anuncio.",5
A minha cama chegou com lascas em algumas peças... Achei o produto de péssima qualidade....,1
Pensei que a agenda fosse maior. Não gosto de agendas pequenas. E essa ainda divide o sábado e domingo na mesma filha!,3
"Apesar de ser um pouco caro a unidade do produto, vale a pena investir um pouco na qualidade. Poderiam ter dado um desconto de 95% para quem comprou acima de duas unidades. Recomendo. E ponto final.",5
"O Aparelho é bonito, porem no 5 dia de uso parou de funcionar, levei na samtech autorizada samsung  em df no bairro asa norte, alegam que a garantia nao cobre o defeito. infelizmente estou muito insatisfeito.",1
"Colocar a altura do vaso correta que é de 5 cm ,a descrição dar entender que seria 7 cm",2
"Entrega dentro do prazo, produto conforme descrição.",3
Chegou rápido  e produto excelente qualidade. Funcionando!  Comprador  feliz!,5
"Excelente, rápido, não perde em nada pra Samsung! Recomendo o celuar motorola",5
Amei lindo e muito bom recomendo a entrega foi rapido obrigada,5
"Não recebi e preciso deste disco. Portanto quero cancelar esta compra, pois comprarei em outra loja!",1
Muito boa. a entrega e mercadoria de excelente qualidade,5
"Muito Bom o produto, ótima entrega, como sempre otimo",4
Meu filho amou o presente. Quero a coleção completa.,4
"Ótimo vendedor,produto e excelente e entrega rápida  Super recomendo",5
Excelente... Supriu todas as minhas expectativas!!!,5
Muito bom este aparelho ... vale a pena comprar ...,4
